-150.0,1.78953e-05,558.8227076383184
-149.0,1.78134e-05,561.27409702808
-148.0,1.77198e-05,564.3686723326449
-147.0,1.76364e-05,567.0545009185548
-146.0,1.7554e-05,569.7220006836048
-145.0,1.74773e-05,572.2336974246595
-144.0,1.73971e-05,574.779704663421
-143.0,1.73119e-05,577.6373477203542
-142.0,1.7231e-05,580.3377633335267
-141.0,1.71493e-05,583.1375041546886
-140.0,1.70755e-05,585.6051067318673
-139.0,1.69986e-05,588.2131469650442
-138.0,1.6917e-05,591.0563338653425
-137.0,1.68369e-05,593.8801085710552
-136.0,1.67594e-05,596.6800720789527
-135.0,1.66858e-05,599.3359623152621
-134.0,1.66095e-05,602.0771245371625
-133.0,1.65304e-05,604.9278904321735
-132.0,1.64488e-05,607.9045279898837
-131.0,1.63677e-05,610.9288415599016
-130.0,1.62854e-05,614.0530782172989
-129.0,1.62079e-05,616.9707364926979
-128.0,1.61327e-05,619.7474694254528
-127.0,1.60483e-05,623.1002660717958
-126.0,1.59652e-05,626.3310199684313
-125.0,1.58894e-05,629.4196130753836
-124.0,1.58177e-05,632.1841987140988
-123.0,1.57308e-05,635.6828641899967
-122.0,1.56502e-05,638.9247421758188
-121.0,1.55645e-05,642.4877124225
-120.0,1.54783e-05,646.1303889962076
-119.0,1.53969e-05,649.481389110795
-118.0,1.53169e-05,652.8866807252122
-117.0,1.52306e-05,656.5401231730858
-116.0,1.514e-05,660.4821664464994
-115.0,1.51269e-05,661.0938130086138
-114.0,1.50275e-05,665.4400266178673
-113.0,1.49313e-05,669.713956587839
-112.0,1.48305e-05,674.367013924008
-111.0,1.47452e-05,678.1393266961451
-110.0,1.46517e-05,682.5419575885392
-109.0,1.45591e-05,686.8213007672177
-108.0,1.44592e-05,691.5320349673564
-107.0,1.43673e-05,696.0458819680803
-106.0,1.42751e-05,700.4854606972981
-105.0,1.41813e-05,705.0623003532821
-104.0,1.40802e-05,710.2029800713058
-103.0,1.39878e-05,714.8515134617309
-102.0,1.38846e-05,720.2440113507051
-101.0,1.37885e-05,725.2420495340319
-100.0,1.36916e-05,730.4113471033335
-99.0,1.35854e-05,736.0622432905914
-98.0,1.34847e-05,741.4847938775056
-97.0,1.33812e-05,747.3918632110722
-96.0,1.32824e-05,752.8684575076794
-95.0,1.31801e-05,758.765108003733
-94.0,1.30709e-05,765.0353074386614
-93.0,1.29576e-05,771.7555720195098
-92.0,1.28556e-05,777.8944584461246
-91.0,1.27494e-05,784.3741666274491
-90.0,1.26396e-05,791.1326307794551
-89.0,1.25205e-05,798.7380695659119
-88.0,1.24086e-05,805.8523926953886
-87.0,1.22993e-05,813.0544014700024
-86.0,1.21868e-05,820.5107165129484
-85.0,1.20705e-05,828.3583944327078
-84.0,1.19494e-05,836.8788391048924
-83.0,1.18256e-05,845.5807739142199
-82.0,1.17917e-05,848.0286981520901
-81.0,1.16575e-05,857.8168561012225
-80.0,1.15265e-05,867.5920704463628
-79.0,1.13939e-05,877.7679284529441
-78.0,1.12682e-05,887.3555669938411
-77.0,1.11349e-05,897.9874089574221
-76.0,1.10089e-05,908.3105487378393
-75.0,1.08712e-05,919.7512694090809
-74.0,1.07327e-05,931.6760926886991
-73.0,1.06018e-05,943.0568394046293
-72.0,1.04683e-05,955.2649427318668
-71.0,1.03366e-05,967.4457752065475
-70.0,1.02002e-05,980.3043077586714
-69.0,1.0063e-05,993.5804432077908
-68.0,9.9298e-06,1007.0092046164073
-67.0,9.7971e-06,1020.6591746537241
-66.0,9.6651e-06,1034.6607898521484
-65.0,9.5272e-06,1049.5213703921404
-64.0,9.3913e-06,1064.7407707133198
-63.0,9.2601e-06,1079.9019449034029
-62.0,9.1321e-06,1094.906976489526
-61.0,9.0049e-06,1110.4065564303878
-60.0,8.88629e-06,1125.3065114912972
-59.0,8.75839e-06,1141.750938243216
-58.0,8.63729e-06,1157.7126621891819
-57.0,8.51779e-06,1174.0251872844951
-56.0,8.40387e-06,1189.761383743442
-55.0,8.29559e-06,1205.4236045899086
-54.0,8.18338e-06,1221.8667592119637
-53.0,8.07866e-06,1237.791911034751
-52.0,7.98132e-06,1252.88799346474
-51.0,7.88797e-06,1267.9561408068237
-50.0,7.79772e-06,1282.297902463797
-49.0,7.81074e-06,1280.339634912953
-48.0,7.71236e-06,1296.5551400608892
-47.0,7.61963e-06,1312.281567477686
-46.0,7.53764e-06,1326.7149930216885
-45.0,7.46411e-06,1339.7310596976733
-44.0,7.39236e-06,1352.6262249132888
-43.0,7.33035e-06,1364.095848083652
-42.0,7.26602e-06,1376.104112017308
-41.0,7.20735e-06,1387.3753876251326
-40.0,7.15659e-06,1397.3135250168027
-39.0,7.11136e-06,1406.1726589569364
-38.0,7.06928e-06,1414.613652309712
-37.0,7.02798e-06,1422.8128139237733
-36.0,6.99148e-06,1430.19789801301
-35.0,6.9603e-06,1436.7771504101834
-34.0,6.93278e-06,1442.4372329714774
-33.0,6.90879e-06,1447.3301402995314
-32.0,6.88613e-06,1452.0783081353388
-31.0,6.86565e-06,1456.453504038219
-30.0,6.84848e-06,1460.2510338060417
-29.0,6.83778e-06,1462.404464606934
-28.0,6.82752e-06,1464.6313742032246
-27.0,6.81698e-06,1466.8665596789194
-26.0,6.8124e-06,1467.8380600082203
-25.0,6.81152e-06,1468.0570562811238
-24.0,6.81213e-06,1467.9402771233079
-23.0,6.81124e-06,1467.9852714043257
-22.0,6.81512e-06,1467.4429797274297
-21.0,6.8172e-06,1466.76054685208
-20.0,6.82505e-06,1465.2639907399946
-19.0,6.83415e-06,1463.269023945919
-18.0,6.8442e-06,1460.8719791940623
-17.0,6.85266e-06,1459.2581566866004
-16.0,6.86858e-06,1455.8467689100223
